epoch,phase,lr,train_loss,train_acc,synth_monitor_acc,synth_val_acc,real_val_loss,real_val_acc,epoch_time_s,game2_acc_wP,game2_acc_wR,game2_acc_wN,game2_acc_wB,game2_acc_wQ,game2_acc_wK,game2_acc_bP,game2_acc_bR,game2_acc_bN,game2_acc_bB,game2_acc_bQ,game2_acc_bK,game2_acc_empty
1,A,0.0001,1.133799910297394,0.77835,0.7950367647058824,,0.7361341680025125,0.7907873376623377,746.861975139007,0.7881679389312977,0.5,0.0,0.0,0.0,0.38961038961038963,0.7346153846153847,0.3064516129032258,0.21428571428571427,0.05357142857142857,0.0,0.025974025974025976,0.9298521547656495
2,A,0.0001,0.956440461025238,0.8441,0.8255718954248366,,0.6684394180774689,0.7960633116883117,433.1151277902536,0.8969465648854962,0.5409836065573771,0.06666666666666667,0.018518518518518517,0.0,0.35064935064935066,0.7423076923076923,0.41935483870967744,0.07142857142857142,0.39285714285714285,0.0,0.05194805194805195,0.9081472161056936
3,B,9.931634888554937e-06,0.6172717099571228,0.97537,0.9765114379084967,,0.1527742361770822,0.9864042207792207,1050.1605779561214,0.9885496183206107,0.9426229508196722,0.9666666666666667,0.9444444444444444,0.85,0.974025974025974,0.9692307692307692,0.9193548387096774,0.9821428571428571,0.9821428571428571,0.8205128205128205,0.948051948051948,0.9993708713431897
4,B,9.728616793536588e-06,0.5683005501174927,0.99078,0.9951491013071896,,0.16588961768459964,0.9805194805194806,1047.8528210381046,0.9083969465648855,0.9836065573770492,0.9833333333333333,0.9074074074074074,0.9,0.974025974025974,0.975,0.9838709677419355,0.9464285714285714,0.75,1.0,1.0,0.9993708713431897
5,B,9.397114317029975e-06,0.5593156965637207,0.99336,0.9950980392156863,,0.148346627687479,0.986810064935065,1046.6880261036567,0.9942748091603053,0.9836065573770492,0.9166666666666666,0.8888888888888888,0.7,0.961038961038961,0.9923076923076923,0.9838709677419355,0.9285714285714286,1.0,0.6153846153846154,0.9090909090909091,0.9993708713431897
6,B,8.9471999940354e-06,0.5567838443756103,0.99372,0.9954554738562091,,0.13200810919334363,0.9898538961038961,1045.5527298082598,0.9904580152671756,0.9754098360655737,0.9833333333333333,0.9074074074074074,0.825,0.974025974025974,0.9961538461538462,0.9838709677419355,0.9821428571428571,0.9821428571428571,0.6923076923076923,0.922077922077922,0.9990563070147845
7,B,8.392544243589425e-06,0.5538487118530273,0.99447,0.9978043300653595,,0.13380152141893065,0.9900568181818182,1046.0427454221062,0.9942748091603053,0.9836065573770492,0.9666666666666667,0.7962962962962963,0.825,0.974025974025974,0.9923076923076923,0.9838709677419355,1.0,0.9464285714285714,0.7948717948717948,0.987012987012987,0.9987417426863794
8,B,7.749999999999999e-06,0.5510817419433593,0.99556,0.9918300653594772,,0.1374784919445391,0.9888392857142857,1045.5442186561413,0.9923664122137404,0.9918032786885246,0.9833333333333333,0.8333333333333334,0.975,0.948051948051948,0.9807692307692307,0.9274193548387096,0.9285714285714286,1.0,1.0,0.8831168831168831,0.9990563070147845
9,B,7.039090644965509e-06,0.548645629272461,0.99634,0.9972937091503268,,0.1183577517120095,0.992086038961039,1045.6635260190815,0.9923664122137404,0.9836065573770492,0.9833333333333333,0.8703703703703703,0.95,0.974025974025974,0.9923076923076923,0.9838709677419355,0.9642857142857143,1.0,0.8461538461538461,0.987012987012987,0.9981126140295691
10,B,6.281416799501186e-06,0.5469940251159668,0.99673,0.9982128267973857,,0.12182189330652163,0.9933035714285714,1045.9858873961493,0.9904580152671756,0.9918032786885246,0.9666666666666667,0.8333333333333334,0.95,0.974025974025974,0.9903846153846154,0.9919354838709677,0.9821428571428571,1.0,1.0,1.0,0.9984271783579742
11,B,5.499999999999998e-06,0.5459133595275879,0.99711,0.9993361928104575,,0.12595220563280118,0.9926948051948052,1045.1612664889544,0.9942748091603053,0.9918032786885246,0.9666666666666667,0.8518518518518519,0.9,0.974025974025974,0.9923076923076923,0.9919354838709677,0.9107142857142857,0.9821428571428571,0.9487179487179487,0.987012987012987,0.9993708713431897
12,B,4.718583200498812e-06,0.5433996070480347,0.99801,0.9994893790849673,,0.11912326969496616,0.9945211038961039,1046.4255356611684,0.9942748091603053,0.9918032786885246,0.9833333333333333,0.8518518518518519,0.9,0.974025974025974,0.9923076923076923,0.9919354838709677,1.0,1.0,1.0,0.987012987012987,0.9993708713431897
13,B,3.960909355034491e-06,0.5430473110580444,0.99827,0.999234068627451,,0.1268697048162485,0.9910714285714286,1047.5984491663985,0.9923664122137404,0.9918032786885246,0.9166666666666666,0.8333333333333334,0.775,0.974025974025974,0.9942307692307693,0.9838709677419355,0.9107142857142857,1.0,1.0,0.987012987012987,0.9990563070147845
14,B,3.2500000000000002e-06,0.541813342666626,0.99845,0.9991830065359477,,0.12023667013877398,0.994926948051948,1046.1662790770642,0.9942748091603053,0.9918032786885246,0.9666666666666667,0.8888888888888888,0.95,0.974025974025974,0.9942307692307693,0.9758064516129032,1.0,1.0,1.0,0.987012987012987,0.9993708713431897
15,B,2.607455756410572e-06,0.5417141561698914,0.99859,0.9997446895424836,,0.11863752928647128,0.9953327922077922,1046.2781627941877,0.9942748091603053,0.9918032786885246,0.9833333333333333,0.8703703703703703,0.975,0.974025974025974,0.9942307692307693,0.9838709677419355,1.0,1.0,1.0,0.987012987012987,0.9993708713431897
16,B,2.0528000059645994e-06,0.5404174591255188,0.99901,0.9997446895424836,,0.11894890733740547,0.994926948051948,1046.4761640429497,0.9942748091603053,0.9918032786885246,0.95,0.8888888888888888,0.95,0.974025974025974,0.9942307692307693,0.9838709677419355,1.0,1.0,1.0,0.987012987012987,0.9993708713431897
17,B,1.6028856829700269e-06,0.5405050263214112,0.99897,0.9996936274509803,,0.12542353459186367,0.9941152597402597,1048.1199368131347,0.9942748091603053,0.9918032786885246,0.9833333333333333,0.7962962962962963,0.95,0.974025974025974,0.9942307692307693,0.9838709677419355,1.0,1.0,1.0,0.974025974025974,0.9993708713431897
18,B,1.2713832064634127e-06,0.5401911029815674,0.99909,0.9999489379084967,,0.12204560226240715,0.994724025974026,1045.9076207871549,0.9942748091603053,0.9918032786885246,0.9666666666666667,0.8518518518518519,0.95,0.974025974025974,0.9942307692307693,0.9838709677419355,1.0,1.0,1.0,0.987012987012987,0.9993708713431897
19,B,1.0683651114450641e-06,0.5393514600181579,0.99939,0.9998468137254902,,0.12030714010069897,0.994724025974026,1044.5931523628533,0.9942748091603053,0.9918032786885246,0.9833333333333333,0.8518518518518519,0.975,0.974025974025974,0.9923076923076923,0.9838709677419355,1.0,1.0,1.0,0.974025974025974,0.9993708713431897
20,B,1.0000000000000002e-06,0.5394123063659668,0.99934,0.9999489379084967,,0.11982801343713488,0.9937094155844156,1046.0170725248754,0.9942748091603053,0.9918032786885246,0.9833333333333333,0.8148148148148148,0.85,0.974025974025974,0.9942307692307693,0.9838709677419355,1.0,1.0,1.0,0.987012987012987,0.9993708713431897
